qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status
Q85744741,[],[],[],[],['q107357104'],[]
Q16589,[],['q39'],['q11943'],[],['q8502'],[]
Q125398732,['q34'],[],[],[],['q3172759'],[]
Q4839569,[],[],[],[],[],[]
Q4839644,[],[],[],[],['q28640'],[]
Q798487,[],[],[],[],"['q71186602', 'q12737077', 'q66715801']",[]
Q284135,[],['q419'],[],[],['q131734'],[]
Q4108,[],['q183'],['q6230'],[],"['q54935786', 'q42744322', 'q4946461', 'q515']",[]
Q523511,[],['q30'],[],[],"['q18608583', 'q21163347']",[]
Q16546,[],['q39'],"['q11925', 'q12404']",[],['q8502'],[]
Q838986,[],['q38'],['q490'],[],"['q207694', 'q2651004', 'q2087181', 'q166118', 'q614316']",['q26971668']
Q4842091,['q668'],[],[],[],['q40050'],[]
Q176850,[],['q183'],['q518801'],[],"['q476028', 'q847017', 'q103229495']",[]
Q31923,[],[],[],[],['q5'],[]
Q4848298,['q29'],[],[],[],['q7777573'],[]
Q12473573,['q252'],[],[],[],['q3172759'],[]
Q933898,['q17'],[],[],[],[],[]
Q1293258,['q252'],[],[],[],['q746549'],[]
Q47940,[],['q217'],['q20858562'],[],"['q8502', 'q372363']",[]
Q12951,[],[],[],[],['q5'],[]
Q877517,[],[],[],[],['q31629'],[]
Q4851253,[],[],[],[],['q349'],[]
Q4851318,[],['q9676'],[],[],['q2221906'],[]
Q4851392,[],['q9676'],[],[],['q2221906'],[]
Q17856,[],['q408'],"['q805150', 'q36687']",[],['q515'],[]
Q41425,[],[],[],[],"['q45971958', 'q107357104', 'q7777573']",[]
Q805253,[],[],[],[],['q28640'],[]
Q3747100,[],['q1747689'],[],[],['q349'],[]
Q764116,['q30'],[],[],[],['q202866'],[]
Q606818,[],[],[],[],[],[]
Q339587,[],[],[],[],['q7748'],[]
Q107550049,[],[],[],[],['q28823'],[]
Q127334927,[],[],[],[],"['q105756498', 'q21484471']",[]
Q806349,[],[],[],[],"['q28640', 'q4164871']",[]
Q4854651,[],[],[],[],['q28640'],[]
Q20791985,[],[],[],[],"['q66715801', 'q12737077']",[]
Q4854701,['q252'],['q252'],[],[],['q40050'],[]
Q67445,[],['q39'],"['q67577', 'q660822', 'q666298']",[],"['q685309', 'q123705']",['q12127133']
Q23807,[],['q148'],"['q8686', 'q660185']",[],['q41176'],['q10867873']
Q173800,[],[],[],[],[],[]
Q2268252,['q55'],[],[],[],[],[]
Q1940624,[],[],[],[],[],[]
Q4857157,[],['q145'],[],[],['q2221906'],['q422211']
Q4077486,['q180086'],[],[],[],[],[]
Q1759615,[],['q159'],[],[],[],[]
Q5678886,[],[],[],[],['q55983715'],[]
Q107321,['q183'],[],[],[],['q215380'],[]
Q76,[],[],[],[],['q5'],[]
Q5950042,[],[],[],[],['q28823'],[]
Q23394,[],[],[],[],[],[]
Q91921,['q414'],['q414'],[],[],['q1004'],[]
Q91862,[],[],[],[],['q5'],[]
Q95227,[],[],[],[],['q5'],[]
Q262284,[],[],[],[],['q5'],[]
Q97351,[],[],[],[],['q5'],[]
Q4902470,[],[],[],[],[],[]
Q30568,['q30'],[],[],[],['q202866'],[]
Q25733,['q30'],[],[],[],['q202866'],[]
Q215144,[],[],[],[],['q16335296'],[]
Q548295,[],[],[],[],"['q28640', 'q36633']",[]
Q60518,[],['q334'],[],[],['q7278'],[]
Q4861314,[],[],[],[],"['q811936', 'q380962']",[]
Q1129308,"['q30', 'q183']",[],[],[],['q202866'],[]
Q37853,[],[],[],[],"['q2198855', 'q968159', 'q1292119', 'q11514315', 'q32880']",[]
Q1431376,[],[],[],[],"['q3326717', 'q223393']",[]
Q74411,[],[],[],[],"['q16521', 'q152']",[]
Q367720,[],['q29'],[],[],"['q431289', 'q786820']",[]
Q20312620,[],[],[],[],['q3516833'],[]
Q1761572,[],[],[],[],['q15617994'],[]
Q809001,[],['q30'],[],[],"['q378427', 'q107655869']",[]
Q31741,[],[],[],[],['q5'],[]
Q4865169,[],['q145'],['q23079'],[],"['q200764', 'q726870']",[]
Q213082,[],[],[],[],['q5'],[]
Q4865438,[],['q334'],[],[],['q2221906'],[]
Q139576,[],[],[],[],['q16521'],[]
Q2448067,[],[],[],[],[],[]
Q791187,[],[],[],[],['q63981612'],[]
Q809910,[],[],[],[],['q124078422'],[]
Q809894,[],[],[],[],[],[]
Q10871364,[],[],[],[],['q28640'],[]
Q4866552,[],[],[],[],"['q768186', 'q114666417']",[]
Q1630557,[],[],[],[],['q206615'],[]
Q810231,[],[],[],[],[],[]
Q4866769,[],['q17'],[],[],"['q16335296', 'q56148021']",[]
Q34485,[],['q29'],['q487268'],[],"['q120560', 'q4989906', 'q840482']",['q23712']
Q632299,[],['q145'],[],[],['q12973014'],[]
Q610803,['q29'],[],[],[],['q3305213'],[]
Q3665646,[],[],[],[],['q28640'],[]
Q678872,[],['q39'],[],[],['q740752'],[]
Q631306,[],"['q29', 'q142']",[],[],[],[]
Q1224135,[],[],[],[],[],[]
Q810652,[],['q142'],[],[],[],[]
Q689,['q145'],[],[],[],['q215380'],[]
Q81851,[],[],[],[],[],[]
Q635427,['q252'],['q252'],[],"['q1945590', 'q3007435']","['q2717220', 'q174219']",[]
Q4869415,[],[],[],[],['q1004'],[]
Q1443582,[],[],[],[],['q1004'],[]
Q6495741,[],[],[],[],"['q16521', 'q152']",[]
Q733010,[],[],[],[],[],[]
Q178561,[],[],[],[],['q125092269'],[]
Q374347,[],[],[],[],['q13418847'],[]
Q65200458,[],[],[],[],['q13418847'],[]
Q4870085,[],[],[],[],['q1004'],[]
Q554198,[],['q183'],[],[],"['q4830453', 'q6881511', 'q1916382']",[]
Q811248,[],['q40'],[],[],['q378427'],[]
Q2897763,[],['q801'],[],[],"['q2085381', 'q1007870', 'q1587716', 'q865693', 'q200764']",[]
Q84041,[],[],[],[],['q201658'],[]
Q3577822,[],['q30'],['q213205'],[],['q968159'],[]
Q4874262,['q668'],['q668'],['q1185'],[],"['q7777573', 'q107357104']",[]
Q812346,[],['q183'],[],[],['q378427'],[]
Q105659181,[],[],[],[],"['q220499', 'q63241860']",[]
Q57416399,['q145'],[],[],[],"['q1668024', 'q63241860', 'q620615']",[]
Q22906668,[],[],[],[],"['q35127', 'q63241860']",[]
Q918850,[],['q16'],['q2132'],[],"['q33506', 'q166118']",[]
Q812788,['q17'],[],[],[],"['q8274', 'q113687694']",[]
Q40080,[],[],[],[],['q125824188'],[]
Q4876166,[],[],[],[],['q40050'],[]
Q1019107,[],"['q159', 'q184', 'q212', 'q219', 'q218', 'q36']",[],[],"['q628455', 'q189819']",[]
Q126167,[],[],[],[],['q16521'],[]
Q3015609,[],[],[],[],['q107357104'],[]
Q51620,[],[],[],[],['q189819'],[]
Q214565,[],[],[],[],['q5'],[]
Q85746187,['q145'],[],[],[],['q571'],[]
Q17067098,[],[],[],[],['q371174'],[]
Q391788,[],[],[],[],[],[]
Q4879406,[],[],[],[],[],[]
Q133405,['q145'],[],[],[],"['q215380', 'q55753593']",[]
Q4879526,[],[],[],[],[],[]
Q4879922,['q16'],[],[],[],[],[]
Q1464369,[],[],[],[],['q201658'],[]
Q108314606,[],[],[],[],[],[]
Q83326,[],[],[],[],['q5'],[]
Q3917601,[],['q184'],[],[],"['q4830453', 'q1331793', 'q192283']",[]
Q2621941,[],['q184'],[],[],"['q375336', 'q6881511']",['q2079150']
Q10686,[],"['q174193', 'q215530', 'q844250', 'q145']","['q1140130', 'q26', 'q57695350', 'q189592', 'q190684']",[],"['q515', 'q1549591', 'q51929311']",[]
Q15273785,[],['q31'],[],[],[],[]
Q736135,[],['q403'],['q3711'],[],"['q811979', 'q34627']",['q3323469']
Q2882899,[],[],[],[],['q9174'],[]
Q2358665,[],['q39'],[],[],['q375336'],[]
Q816195,['q22'],[],[],[],[],[]
Q816265,[],[],[],[],[],[]
Q2029217,[],[],[],[],[],[]
Q26200,[],[],[],[],['q5'],[]
Q47100,[],[],[],[],['q5'],[]
Q4887021,[],[],[],[],"['q4164871', 'q28640']",[]
Q2637365,[],[],[],[],[],[]
Q1464,[],[],[],[],['q5'],[]
Q671689,[],[],[],[],['q5'],[]
Q68746,[],[],[],[],['q5'],[]
Q821277,[],['q183'],['q158064'],[],['q166118'],['q11691318']
Q130871,[],['q183'],[],[],"['q220505', 'q11483816']",[]
Q821609,[],['q183'],[],[],"['q378427', 'q1829324']",[]
Q821680,[],['q183'],['q64'],[],"['q166118', 'q2230431']",['q473858']
Q99633,[],['q183'],[],[],"['q740752', 'q4830453']",[]
Q821913,[],['q35'],[],[],['q2085381'],[]
Q70,[],['q39'],"['q666217', 'q263941', 'q11911']",[],"['q70208', 'q14770218', 'q537250', 'q1187811', 'q54935504', 'q56061', 'q1549591', 'q515', 'q257391']",['q12127133']
Q126606,[],[],[],[],['q5'],[]
Q67587,[],[],[],[],['q5'],[]
Q65906,[],[],[],[],['q5'],[]
Q106626,[],[],[],[],['q5'],[]
Q681700,[],['q39'],[],[],"['q4830453', 'q740752']",[]
Q827097,['q29'],"['q29', 'q142']",[],[],"['q11032', 'q2085381']",[]
Q770103,[],['q183'],[],[],"['q1916382', 'q2442401', 'q18127']",[]
Q827619,[],[],[],[],['q378427'],[]
Q97615,[],[],[],[],['q5'],[]
Q827827,[],['q183'],[],[],['q378427'],[]
Q828377,[],['q183'],[],[],['q378427'],[]
Q27665,[],['q34'],[],[],['q378427'],[]
Q273610,[],[],[],[],['q223393'],[]
Q713184,[],[],[],[],['q28640'],[]
Q4897987,['q30'],['q30'],[],[],"['q41298', 'q1331793']",[]
Q831381,['q183'],[],[],[],[],[]
Q115625266,['q29'],[],[],[],['q215380'],[]
Q697394,[],[],[],[],['q206615'],[]
Q314132,[],['q183'],[],[],[],[]
Q425,[],['q1019'],[],[],"['q4022', 'q573344', 'q355304']",[]
Q3639144,[],['q145'],['q84'],[],['q200764'],[]
Q850178,[],['q30'],['q1400'],[],"['q166118', 'q27032363']",[]
Q684117,[],['q39'],[],[],"['q2085381', 'q605076', 'q41298', 'q425779', 'q212930', 'q847906', 'q1320047']",[]
Q794286,[],['q145'],[],[],['q378427'],[]
Q12973006,[],[],[],[],['q28640'],[]
Q921706,['q668'],[],[],[],[],[]
Q2914617,[],[],[],[],['q1826286'],[]
Q104758896,[],[],[],[],"['q16335296', 'q874405']",[]
Q794514,[],['q801'],[],[],['q378427'],[]
Q2901252,[],['q38'],['q2683'],[],"['q11834910', 'q105763925', 'q166118', 'q2085381']",['q26971668']
Q4903515,['q16'],[],[],[],"['q40050', 'q431289']",[]
Q564606,[],[],[],[],['q58494026'],[]
Q18021,[],['q38'],['q15094'],[],"['q747074', 'q515']",[]
Q189774,[],[],[],[],"['q1969448', 'q2355817']",[]
Q4905035,[],['q408'],[],[],['q623109'],[]
Q4905105,[],[],[],[],['q768186'],[]
Q6667323,[],[],[],[],[],[]
Q16243848,[],[],[],[],[],[]
Q1030814,[],[],[],[],"['q12909644', 'q123574795']",[]
Q92788,[],[],[],[],['q5'],[]
Q129263,[],[],[],[],['q5'],[]
Q485240,['q30'],['q30'],[],[],"['q1002697', 'q12340140', 'q2085381']",[]
Q14620149,[],[],[],[],['q55983715'],[]
Q4911824,[],[],[],[],[],[]
Q4912161,[],[],[],[],['q1004'],[]
Q4914111,['q21'],[],[],[],['q40050'],[]
Q2919046,[],[],[],[],['q28640'],[]
Q645928,[],[],[],[],['q201658'],[]
Q4915128,[],[],[],[],['q28640'],[]
Q52899051,[],[],[],[],['q28640'],[]
Q29348656,[],[],[],[],[],[]
Q865598,[],[],[],[],['q40050'],[]
Q4926,[],[],[],[],['q5'],[]
Q2256,[],"['q145', 'q174193', 'q161885', 'q179876']","['q20986424', 'q23140']",[],"['q200250', 'q515', 'q7897276', 'q1187811', 'q110390579']",[]
Q281699,[],['q145'],['q20986424'],[],"['q2772772', 'q41176']",['q15700831']
Q107443763,[],['q55416584'],[],[],['q4164871'],[]
Q65227762,[],[],[],[],['q8274'],[]
Q638512,[],['q881'],['q1854'],[],['q11303'],[]
Q167510,[],[],[],[],[],[]
Q1156751,[],[],[],[],[],[]
Q2904995,['q711'],[],[],[],['q107357104'],[]
Q4920219,['q22'],[],[],[],"['q40050', 'q80359036']",[]
Q111831661,[],[],[],[],['q11460'],[]
Q134541,['q30'],[],[],[],['q215380'],[]
Q231745,[],['q55'],[],[],['q7278'],[]
Q18214149,[],[],[],[],['q8274'],[]
Q85747626,['q145'],[],[],[],['q571'],[]
Q85747631,['q145'],[],[],[],['q571'],[]
Q123080,[],[],[],[],['q5'],[]
Q1773592,[],['q20'],['q48696'],[],"['q23397', 'q2221906']",[]
Q506763,[],[],[],[],[],[]
Q55610842,[],[],[],[],['q223393'],[]
Q455214,[],['q39'],['q69417'],[],"['q811979', 'q1497375', 'q23413', 'q1303167']",['q12126757']
Q5852,[],[],[],[],[],[]
Q510195,[],[],[],[],['q7748'],[]
Q4926625,[],[],[],[],[],[]
Q4926634,[],[],[],[],"['q349', 'q5470256']",[]
Q4926655,[],[],[],[],['q66715801'],[]
Q505119,[],[],[],[],['q1969448'],[]
Q4927278,[],[],[],[],['q3516833'],[]
Q85747758,[],[],[],[],['q571'],[]
Q4927790,[],[],[],[],[],[]
Q4733,"['q145', 'q408']",[],[],[],['q11424'],[]
Q4241477,[],['q34266'],[],[],"['q2001676', 'q13418847']",[]
Q67158337,[],[],[],[],"['q12737077', 'q66715801']",[]
Q4931504,[],[],[],[],[],[]
Q1777951,[],[],[],[],[],[]
Q262460,[],[],[],[],['q5'],[]
Q170703,[],['q414'],[],[],['q847017'],[]
Q889081,[],['q183'],['q2103'],[],['q868557'],[]
Q16159168,[],[],[],[],['q28640'],[]
Q890239,[],[],[],[],['q277759'],[]
Q890628,[],[],[],[],[],[]
Q10743,[],"['q1206012', 'q16957', 'q183']","['q1323208', 'q1635842', 'q20242', 'q6308']",[],"['q515', 'q42744322']",[]
Q717790,[],[],[],[],['q5'],[]
Q3826612,[],[],[],[],[],[]
Q4938356,[],[],[],[],[],[]
Q4938523,['q774'],[],[],[],[],[]
Q891243,[],['q142'],[],[],['q56321344'],[]
Q891422,[],['q30'],"['q79260', 'q173']",[],['q4989906'],['q19558910']
Q573890,[],[],[],[],"['q4830453', 'q786820']",[]
Q93196,[],[],[],[],"['q201658', 'q67515288']",[]
Q3757723,[],['q38'],['q1891'],[],"['q207694', 'q1007870']",[]
Q121367,[],[],[],[],['q5'],[]
Q815628,[],[],[],[],['q82821'],[]
Q4941354,[],[],[],[],[],[]
Q44058,['q155'],['q155'],[],[],['q215380'],[]
Q29097953,[],['q30'],['q16554'],[],"['q24354', 'q200764']","['q19558910', 'q115683926']"
Q4941805,[],[],[],[],['q80359036'],[]
Q4942127,[],[],[],[],"['q1969448', 'q1792379']",[]
Q3850059,[],['q30'],[],[],['q1331793'],[]
Q28455113,[],[],[],[],"['q56055944', 'q1792379']",[]
Q727715,[],[],[],[],['q223393'],[]
Q60793696,[],[],[],[],[],[]
Q4943172,['q1603'],[],[],[],['q40050'],[]
Q4943259,[],['q30'],['q33180'],[],"['q200764', 'q56822897']","['q19558910', 'q1129142']"
Q893029,[],['q45'],[],[],['q868557'],[]
Q474164,[],[],[],[],[],[]
Q4944603,[],[],[],[],['q7748'],[]
Q7833,[],[],[],[],['q5'],[]
Q41420,[],['q183'],[],[],"['q847017', 'q476028', 'q163740']",[]
Q2911547,[],[],[],[],['q107357104'],[]
Q2374149,[],[],[],[],['q28640'],[]
Q937013,[],[],[],[],[],[]
Q27479470,[],[],[],[],[],[]
Q895311,[],[],[],[],['q11410'],[]
Q4950572,[],[],[],[],"['q349', 'q13406554']",[]
Q1354895,[],[],[],[],[],[]
Q4951095,[],[],[],[],['q28640'],[]
Q635982,[],[],[],[],[],[]
Q4951263,[],[],[],[],[],[]
Q11338576,[],[],[],[],['q28640'],[]
Q216337,[],[],[],[],['q105756498'],[]
Q4952616,['q30'],[],[],[],['q1004'],[]
Q440743,[],[],[],[],[],[]
Q897214,[],[],[],[],['q107655869'],[]
Q590219,[],[],[],[],['q1428660'],[]
Q25102282,[],[],[],[],[],[]
Q848963,[],['q30'],[],[],['q107655869'],[]
Q16845843,[],[],[],[],['q63187345'],[]
Q897953,[],['q183'],"['q1711', 'q1208']",[],"['q166118', 'q52341833']",[]
Q4957266,[],['q9676'],[],[],['q2221906'],[]
Q495963,[],['q145'],[],[],"['q378427', 'q25348281']",[]
Q24160,[],[],[],[],"['q46686', 'q79218', 'q3305213']",[]
Q156888,[],[],[],[],['q16521'],[]
Q337224,[],['q155'],"['q8678', 'q2946148']",[],"['q2093358', 'q33506', 'q41176', 'q414147']",['q57201471']
Q965390,[],['q155'],['q8678'],[],"['q1664720', 'q166118', 'q33506']",[]
Q2924173,[],['q155'],[],[],['q12973014'],[]
Q4959396,[],[],[],[],[],[]
Q16540,[],"['q39', 'q38']",['q834'],[],['q8502'],[]
Q16550,[],['q39'],"['q11911', 'q834']",[],['q8502'],[]
Q283227,[],[],[],[],['q5'],[]
Q40089,[],[],[],[],[],[]
Q695863,[],[],[],[],['q32880'],[]
Q1131313,[],[],[],[],[],[]
Q12280,[],[],[],[],[],[]
Q29328,[],[],[],[],['q5'],[]
Q332498,[],['q30'],['q23443'],[],"['q902104', 'q23002054', 'q11396960', 'q43229']",[]
Q563,[],[],[],[],['q5'],[]
Q65619,[],[],[],[],['q5'],[]
Q917382,[],['q668'],[],[],['q220505'],[]
Q4968526,[],[],[],[],['q40050'],[]
Q4968605,[],['q408'],[],[],['q152'],[]
Q4971301,[],[],[],[],[],[]
Q908485,[],['q145'],[],[],['q107655869'],[]
Q1643555,[],['q8680'],[],[],"['q133156', 'q2221906']",[]
Q386065,[],['q145'],[],[],"['q786820', 'q6881511', 'q45400320']",[]
Q6373,[],['q145'],"['q202088', 'q429834']",[],"['q17431399', 'q3343298', 'q207694', 'q33506']",['q15700818']
Q2724756,[],[],[],[],['q9174'],[]
Q5028,[],[],[],[],['q5'],[]
Q15964097,[],['q39'],['q14625'],[],"['q55488', 'q1339195', 'q12819564']",[]
Q182666,[],['q30'],['q6346'],[],['q123705'],[]
Q369717,[],[],[],[],['q5'],[]
Q16592,[],['q39'],"['q11922', 'q12433']",[],['q8502'],[]
Q66677,[],[],[],[],['q5'],[]
Q1094083,[],['q39'],['q71'],[],"['q162875', 'q4989906']",['q8274529']
Q3577912,['q159856'],['q31'],[],[],['q968159'],[]
Q1855212,['q31'],[],[],[],['q746549'],[]
Q23547,[],[],[],[],['q5'],[]
Q168738,[],['q30'],[],[],['q847017'],[]
Q85175,[],[],[],[],['q5'],[]
Q787680,[],['q145'],[],[],['q107655869'],[]
Q4982543,['q22'],[],[],[],"['q40050', 'q80359036']",[]
Q2592638,[],[],[],[],[],[]
Q3035578,[],['q28'],['q1781'],[],['q12973014'],[]
Q748,[],[],[],[],"['q9174', 'q6957341', 'q2915955', 'q49447', 'q32090']",[]
Q663106,[],[],[],[],"['q201658', 'q59825918']",[]
Q321103,[],['q183'],['q3806'],[],"['q123705', 'q253019']",[]
Q2740343,[],[],[],[],"['q1047113', 'q759676']",[]
Q893164,[],[],[],[],"['q8187769', 'q82821']",[]
Q1497383,[],[],[],[],['q206615'],[]
Q12274247,[],[],[],[],[],[]
Q22988237,[],[],[],[],[],[]
Q671119,[],[],[],[],['q349'],[]
Q2451879,[],[],[],[],"['q16521', 'q152']",[]
Q1133376,[],[],[],[],[],[]
Q4997220,[],[],[],[],[],[]
Q10680386,[],[],[],[],['q334166'],[]
Q16828554,[],[],[],[],['q1107679'],[]
Q50634,['q881'],[],[],[],['q746549'],[]
Q1004929,['q20'],['q20'],[],[],['q3172759'],[]
Q3339482,[],['q9676'],[],[],['q2221906'],[]
Q584985,[],['q183'],[],[],['q786820'],[]
Q4413188,[],[],[],[],"['q266328', 'q252266']",[]
Q583055,[],['q17'],"['q11641777', 'q3482725']",[],"['q1060829', 'q24354', 'q33506', 'q1007870']",[]
Q1009641,[],[],[],[],['q82046811'],[]
Q745681,[],['q39'],['q70008'],[],"['q811979', 'q23413', 'q108325']",['q8274529']
Q365970,[],['q40'],['q510604'],[],"['q1195705', 'q23413', 'q33506']",['q1188447']
Q453648,[],['q39'],['q68311'],[],"['q811979', 'q23413', 'q24699794', 'q483453']",['q8274529']
Q1014946,[],[],[],[],[],[]
Q17027266,[],[],[],[],['q268592'],[]
Q494829,[],[],[],[],[],[]
Q45093720,[],[],[],[],[],[]
Q5001982,[],[],[],[],['q108680062'],[]
Q5003490,[],['q30'],[],[],"['q4830453', 'q1331793', 'q35127']",[]
Q5003687,[],['q1036'],[],[],['q2221906'],[]
Q472037,[],[],[],[],['q3305213'],[]
Q546440,[],[],[],[],"['q223393', 'q107356781']",[]
Q59906,[],['q408'],['q3224'],[],['q4022'],[]
Q47591,[],['q12544'],[],[],"['q32880', 'q99527323']",[]
Q166834,[],[],[],[],[],[]
Q16828691,[],['q17'],[],[],['q1107679'],[]
Q60741684,[],['q1033'],['q509300'],[],['q7590'],[]
Q257698,[],['q77'],['q1335'],[],"['q41176', 'q2065736']",['q39748860']
Q3756431,[],[],[],[],[],[]
Q1146002,[],[],[],[],['q63982911'],[]
Q4206677,[],['q79'],[],[],"['q43229', 'q7188']",[]
Q2578249,[],['q801'],[],[],"['q2659904', 'q35798', 'q7188']",[]
Q2995336,[],['q142'],[],[],['q7188'],[]
Q2448670,[],[],[],[],['q16743958'],[]
Q5015647,[],[],[],[],"['q658255', 'q1331793']",[]
Q1424016,[],[],[],[],[],[]
Q111155,[],[],[],[],[],[]
Q599898,[],"['q80702', 'q155']",[],[],"['q12737077', 'q4164871']",[]
Q62451,['q38'],[],[],[],[],[]
Q5017162,['q30'],[],[],[],"['q40050', 'q431289']",[]
Q29384537,[],[],[],"['q1987770', 'q178054']","['q2932927', 'q28823']",[]
Q5017834,[],[],[],[],[],[]
Q5017958,['q8646'],['q148'],[],[],"['q1331793', 'q41298', 'q1153191']",[]
Q5017979,[],[],[],[],[],[]
Q16529,[],['q39'],"['q11925', 'q12746']",[],['q8502'],[]
Q5018612,[],[],[],[],['q1004'],[]
Q1026417,[],['q30'],[],[],"['q378427', 'q131741175']",[]
Q5019527,[],['q25'],[],[],['q82821'],[]
Q5020792,[],['q30'],[],[],['q7748'],[]
Q5020815,[],[],[],[],['q7748'],[]
Q3303330,[],[],[],[],"['q28640', 'q12737077']",[]
Q369261,['q218'],"['q217', 'q218', 'q219', 'q221']",[],[],"['q628455', 'q189819', 'q107357104']",[]
Q5024250,[],[],[],[],['q40050'],[]
Q718829,[],[],[],[],['q5'],[]
Q214800,[],[],[],[],['q5'],[]
Q159012,[],[],[],[],['q16521'],[]
Q160121,[],[],[],[],['q16521'],[]
Q963863,[],[],[],[],['q5'],[]
Q16534,[],['q39'],"['q12724', 'q660612']",[],['q8502'],[]
Q11811983,[],[],[],[],[],[]
Q157069,[],[],[],[],['q16521'],[]
Q5028621,[],['q38'],['q220'],[],['q2221906'],[]
Q5028639,[],[],[],[],['q2221906'],[]
Q5028728,[],['q17'],[],[],[],[]
Q2914567,[],[],[],[],"['q9134', 'q9174']",[]
Q119515,[],"['q16', 'q30']",[],[],"['q133346', 'q15104814', 'q3089219', 'q12413618', 'q87443571', 'q2221906']",[]
Q3480080,[],['q16'],[],[],"['q327333', 'q11396960']",[]
Q12284,[],[],[],[],"['q1428660', 'q111972893', 'q924286']",[]
Q2338725,[],['q30'],[],[],['q74817647'],[]
Q5032604,[],[],[],[],[],[]
Q188462,[],[],[],[],"['q1756157', 'q11862829', 'q4671286']",[]
Q51621,[],[],[],[],['q189819'],[]
Q811593,[],[],[],[],[],[]
Q1033810,[],[],[],[],"['q223393', 'q188451', 'q862597', 'q107356781']",[]
Q519584,[],['q30'],[],[],['q12973014'],[]
Q143359,[],[],[],[],"['q16521', 'q2095']",[]
Q25738,[],['q221'],[],[],"['q41298', 'q11032']",[]
Q587830,[],['q30'],[],[],"['q327333', 'q783794']",[]
Q2937507,[],[],[],[],"['q28640', 'q4164871']",[]
Q5036538,[],[],[],[],['q1004'],[]
Q5036539,[],[],[],[],['q1004'],[]
Q1035168,[],[],[],[],['q223393'],[]
Q130928,['q408'],[],[],[],['q215380'],[]
Q1446,[],[],[],[],['q5'],[]
Q16825568,[],[],[],[],[],[]
Q876624,"['q38', 'q30']",[],[],[],['q746549'],[]
Q3848112,"['q29', 'q54929']",[],[],[],['q2920963'],[]
Q10690,[],['q145'],['q24342199'],[],"['q1549591', 'q51929311', 'q515']",[]
Q5038449,[],['q145'],['q10690'],[],"['q3918', 'q2221906']",[]
Q3112663,[],[],[],[],[],[]
Q1057026,[],[],[],[],[],[]
Q5039412,[],[],[],[],['q623109'],[]
Q18749693,[],[],[],[],"['q66715801', 'q12737077']",[]
Q88783,[],[],[],[],['q5'],[]
Q84821,[],[],[],[],['q5'],[]
Q88656,[],[],[],[],['q5'],[]
Q1043,[],[],[],[],['q5'],[]
Q178823,[],[],[],[],['q5'],[]
Q205139,[],[],[],[],['q5'],[]
Q108116,[],[],[],[],['q5'],[]
Q68768,[],[],[],[],['q5'],[]
Q15153,[],[],[],[],['q5'],[]
Q78120,[],[],[],[],['q5'],[]
Q213876,[],[],[],[],['q5'],[]
Q26208,[],[],[],[],['q5'],[]
Q289299,[],['q35'],[],[],"['q2085381', 'q1320047', 'q1114515']",[]
Q5042992,[],['q408'],[],[],['q40050'],[]
Q8160,[],[],[],[],['q5'],[]
Q3905969,['q38'],[],[],[],['q6460735'],[]
Q264137,[],['q30'],[],[],['q18127'],[]
Q435185,[],[],[],[],['q5'],[]
Q168936,[],['q16'],[],[],['q220505'],[]
Q5046830,[],[],[],[],[],[]
Q108384,[],[],[],[],['q5'],[]
Q835336,['q8646'],[],[],[],[],[]
Q1777427,[],['q183'],[],[],['q32880'],[]
Q4373044,[],[],[],[],"['q201658', 'q1406161']",[]
Q28224665,[],['q218'],['q19660'],[],"['q41176', 'q200764']",['q916620']
Q3661218,[],['q172579'],[],[],[],[]
Q5047815,[],['q96'],[],[],[],[]
Q5047857,['q96'],[],[],[],[],[]
Q5047877,[],['q30'],['q2307535'],[],"['q1007870', 'q5773747']",['q19558910']
Q20202279,[],[],[],[],['q23038290'],[]
Q2671818,[],[],[],[],['q189819'],[]
Q64137,[],[],[],[],['q5'],[]
Q5049323,[],[],[],[],[],[]
Q3297652,[],[],[],[],"['q28640', 'q12737077']",[]
Q5049565,[],[],[],[],"['q206615', 'q181790']",[]
Q2941339,[],['q16'],[],[],"['q14645593', 'q12973014']",[]
Q917896,[],['q29'],['q1769803'],[],"['q4989906', 'q23413']","['q23712', 'q69873044']"
Q842129,[],['q29'],['q492735'],[],"['q4989906', 'q23413']","['q23712', 'q23712', 'q23712', 'q23712']"
Q30446,[],"['q39', 'q38']","['q834', 'q1222']",[],['q8502'],[]
Q48767474,[],[],[],[],['q11460'],[]
Q1050259,[],[],[],[],"['q64222339', 'q223393', 'q2352616']",[]
Q5052096,[],['q30'],['q62'],[],['q1007870'],[]
Q161696,[],[],[],[],"['q1826286', 'q9174']",[]
Q34562,[],['q29'],['q54898'],[],"['q56242215', 'q4989906']",['q23712']
Q516915,[],[],[],[],['q5'],[]
Q5054111,[],[],[],[],[],[]
Q111800,[],['q38'],['q16268'],[],"['q747074', 'q2221906']",[]
Q1051620,[],[],[],[],['q223393'],[]
Q208383,[],[],[],[],[],[]
Q2748526,[],[],[],[],['q5'],[]
Q1023323,[],['q31'],[],[],['q166118'],[]
Q1181933,[],[],[],[],[],[]
Q1049253,[],[],[],[],"['q3516833', 'q129102445']",[]
Q5057407,[],[],[],[],[],[]
Q3057973,[],[],[],[],"['q4164871', 'q3320743']",[]
Q12119,[],[],[],[],[],[]
Q2994885,[],[],[],[],"['q206615', 'q1269650']",[]
